"Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date"
"34946","Setophaga","chrysoparia","","Golden-cheeked Warbler","Andrew Spencer","United States","near Rocksprings, Edwards Co., Texas","29.7417","-100.3948","song","//www.xeno-canto.org/34946/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34946","A","18:00","2009-05-29"
"34945","Setophaga","chrysoparia","","Golden-cheeked Warbler","Andrew Spencer","United States","near Rocksprings, Edwards Co., Texas","29.7417","-100.3948","song","//www.xeno-canto.org/34945/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34945","A","18:00","2009-05-29"
"34853","Setophaga","chrysoparia","","Golden-cheeked Warbler","Andrew Spencer","United States","near Rocksprings, Edwards Co., Texas","29.7417","-100.3948","song","//www.xeno-canto.org/34853/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34853","A","15:00","2009-05-29"
"34852","Setophaga","chrysoparia","","Golden-cheeked Warbler","Andrew Spencer","United States","near Rocksprings, Edwards Co., Texas","29.7417","-100.3948","song","//www.xeno-canto.org/34852/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34852","A","15:00","2009-05-29"
"134440","Basileuterus","rufifrons","","Rufous-capped Warbler","Bryan Calk","United States","Park Chalk Bluff, Uvalde, Texas","29.375","-99.9828","male, song","//www.xeno-canto.org/134440/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/134440","A","15:00","2013-05-21"
"109429","Myioborus","pictus","","Painted Whitestart","Paul Marvin","United States","Pinnacles Trail, Big Bend National Park, Brewster Co., Texas","29.2534","-103.2898","Song","//www.xeno-canto.org/109429/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/109429","A","10:42","2011-06-22"
"34327","Myioborus","pictus","","Painted Whitestart","Andrew Spencer","United States","Boot Springs, Big Bend National Park, Brewster Co., Texas","29.2437","-103.2928","song","//www.xeno-canto.org/34327/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34327","A","09:45","2009-05-18"
"34326","Myioborus","pictus","","Painted Whitestart","Andrew Spencer","United States","Boot Springs, Big Bend National Park, Brewster Co., Texas","29.2437","-103.2928","song","//www.xeno-canto.org/34326/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34326","A","09:45","2009-05-18"
"34137","Piranga","hepatica","dextra","Hepatic Tanager","Andrew Spencer","United States","Guadalupe Mountains National Park, Culberson Co., Texas","31.912536","-104.878922","song","//www.xeno-canto.org/34137/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34137","A","10:30","2009-05-15"
"305063","Piranga","rubra","","Summer Tanager","Paul Marvin","United States","Kerr Wildlife Management Area, Kerr County, Texas","30.0801","-99.5027","song","//www.xeno-canto.org/305063/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/305063","A","17:20","2012-04-08"
"123407","Piranga","rubra","rubra","Summer Tanager","Chris Harrison","United States","Friedrich Park, San Antonio, Bexar, Texas","29.6374","-98.6288","song","//www.xeno-canto.org/123407/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/123407","A","09:50","2011-05-17"
"34815","Pheucticus","melanocephalus","","Black-headed Grosbeak","Andrew Spencer","United States","Boot Springs, Big Bend National Park, Brewster Co., Texas","29.2437","-103.2928","song","//www.xeno-canto.org/34815/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34815","A","10:00","2009-05-18"
"460604","Cardinalis","cardinalis","","Northern Cardinal","Paul Marvin","United States","Lost Maples State Natural Area, Texas","29.8235","-99.5773","song","//www.xeno-canto.org/460604/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/460604","A","11:56","2012-04-09"
"418321","Cardinalis","cardinalis","","Northern Cardinal","David Sarkozi","United States","Woodville, Jasper County, Texas","30.8169","-94.1521","song","//www.xeno-canto.org/418321/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/418321","A","09:20","2018-05-31"
"235432","Cardinalis","cardinalis","","Northern Cardinal","Danny Zapata-Henao","United States","Oyster Creek Park, Sugar Land, Fort Bend County, Texas","29.5982","-95.5887","male, song","//www.xeno-canto.org/235432/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/235432","A","9:44","2015-04-12"
"374800","Cardinalis","sinuatus","","Pyrrhuloxia","Mary Beth Stowe","United States","La Sal Del Rey, LRGV NWR, Hidalgo, Texas","26.5553","-98.068","song","//www.xeno-canto.org/374800/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/374800","A","09:00","2017-06-10"
"368457","Cardinalis","sinuatus","","Pyrrhuloxia","Dan Lane","United States","Edinburg, Hidalgo, Texas","26.5553","-98.068","song","//www.xeno-canto.org/368457/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/368457","A","08:00","2017-04-26"
"34579","Cardinalis","sinuatus","","Pyrrhuloxia","Andrew Spencer","United States","Blue Creek, Big Bend Naitonal Park, Brewster Co., Texas","29.2164","-103.3587","call, song","//www.xeno-canto.org/34579/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34579","A","09:30","2009-05-17"
"34242","Cardinalis","sinuatus","","Pyrrhuloxia","Andrew Spencer","United States","Blue Creek, Big Bend Naitonal Park, Brewster Co., Texas","29.2164","-103.3587","song","//www.xeno-canto.org/34242/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34242","A","10:40","2009-05-17"
"416423","Spiza","americana","","Dickcissel","David Sarkozi","United States","Anahuac, Chambers County, Texas","29.6023","-94.529","song","//www.xeno-canto.org/416423/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/416423","A","10:14:45","2018-05-21"
"306665","Spiza","americana","","Dickcissel","Paul Marvin","United States","south of Kingsville, Kleberg County, Texas","27.3658","-97.7442","song","//www.xeno-canto.org/306665/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/306665","A","10:44","2015-05-15"
"306645","Spiza","americana","","Dickcissel","Paul Marvin","United States","south of Kingsville, Kleberg County, Texas","27.3658","-97.7442","male, song","//www.xeno-canto.org/306645/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/306645","A","10:52","2015-05-15"
"131719","Spiza","americana","","Dickcissel","Ronnie Kramer","United States","Austin, Travis, Texas","30.2334","-97.6382","song","//www.xeno-canto.org/131719/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/131719","A","16:56","2013-04-27"
"131718","Spiza","americana","","Dickcissel","Ronnie Kramer","United States","Austin, Travis, Texas","30.2334","-97.6382","song, wings","//www.xeno-canto.org/131718/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/131718","A","15:16","2013-04-27"
"131716","Spiza","americana","","Dickcissel","Ronnie Kramer","United States","Austin, Travis, Texas","30.2334","-97.6382","song","//www.xeno-canto.org/131716/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/131716","A","14:53","2013-04-27"
"123302","Passerina","caerulea","interfusa","Blue Grosbeak","Chris Harrison","United States","Apache Mountains, Van Horn, Culberson, Texas","31.2721","-104.5964","song","//www.xeno-canto.org/123302/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/123302","A","09:00","2011-08-01"
"109439","Passerina","caerulea","","Blue Grosbeak","Paul Marvin","United States","Chisos Basin, Big Bend National Park, Brewster Co., Texas","29.2723","-103.2934","Song","//www.xeno-canto.org/109439/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/109439","A","08:33","2011-06-18"
"34817","Passerina","caerulea","","Blue Grosbeak","Andrew Spencer","United States","Guadalupe Mountains National Park, Culberson Co., Texas","31.912536","-104.878922","song","//www.xeno-canto.org/34817/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34817","A","10:40","2009-05-15"
"123896","Passerina","cyanea","","Indigo Bunting","Chris Harrison","United States","Gene Howe WMA, Canadian, Hemphill, Texas","35.9216","-100.318","song","//www.xeno-canto.org/123896/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/123896","A","16:05","2011-05-26"
"123895","Passerina","cyanea","","Indigo Bunting","Chris Harrison","United States","Gene Howe WMA, Canadian, Hemphill, Texas","35.9216","-100.318","song","//www.xeno-canto.org/123895/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/123895","A","15:54","2011-05-26"
"404576","Passerina","ciris","","Painted Bunting","Jacob R. Saucier","United States","Texas: Kinney County; 5.3 km SE of Brackettville, Tim Ward Ranch","29.2834","-100.3724","song","//www.xeno-canto.org/404576/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/404576","A","08:00","2015-05-02"
"324360","Passerina","ciris","","Painted Bunting","Dell Little","United States","Athens, Henderson County, Texas","32.0739","-95.9312","song","//www.xeno-canto.org/324360/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/324360","A","07:30","2015-07-04"
"277367","Passerina","ciris","","Painted Bunting","Paul Marvin","United States","Falcon County Park (near Falcon State Park), Starr Co, Texas","26.5647","-99.1269","song","//www.xeno-canto.org/277367/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/277367","A","06:46","2015-05-10"
"141536","Passerina","ciris","pallidior","Painted Bunting","Mike Nelson","United States","Kerr Wildlife Management Area, Kerr County, Texas","30.0801","-99.5027","song","//www.xeno-canto.org/141536/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/141536","A","13:30","2013-06-27"
"141535","Passerina","ciris","pallidior","Painted Bunting","Mike Nelson","United States","Crownridge Canyon Park, Bexar, Texas","29.6209","-98.6283","song","//www.xeno-canto.org/141535/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/141535","A","13:30","2013-06-27"
"141534","Passerina","ciris","pallidior","Painted Bunting","Mike Nelson","United States","Friedrich Park, San Antonio, Bexar, Texas","29.6374","-98.6288","song","//www.xeno-canto.org/141534/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/141534","A","13:30","2013-06-27"
"141533","Passerina","ciris","pallidior","Painted Bunting","Mike Nelson","United States","Friedrich Park, San Antonio, Bexar, Texas","29.6374","-98.6288","song","//www.xeno-canto.org/141533/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/141533","A","13:30","2013-06-27"
"34578","Passerina","ciris","","Painted Bunting","Andrew Spencer","United States","Rio Grande Village, Big Bend National Park, Brewster Co., Texas","29.1823","-102.9595","song","//www.xeno-canto.org/34578/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34578","A","13:45","2009-05-18"
"21737","Passerina","ciris","","Painted Bunting","Chris Parrish","United States","Welder Wildlife Refuge, San Patricio County, Texas","28.1137","-97.4228","song","//www.xeno-canto.org/21737/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/21737","A","07:21","2008-05-30"
"21736","Passerina","ciris","","Painted Bunting","Chris Parrish","United States","Welder Wildlife Refuge, San Patricio County, Texas","28.1137","-97.4228","song","//www.xeno-canto.org/21736/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/21736","A","07:17","2008-05-30"
"147507","Sporophila","morelleti","","Morelet's Seedeater","Paul Marvin","United States","park by library, Zapata, Texas","26.9016","-99.2702","song","//www.xeno-canto.org/147507/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/147507","A","15:13","2012-04-10"
"174832","Sonus","naturalis","","Soundscape","L G Price","United States","Harleton, Marion County, Texas","32.71","-94.425","song","//www.xeno-canto.org/174832/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/174832","A","20:00","2014-04-15"
"278711","Mystery","mystery","","Identity unknown","Gary Binderim","United States","Houston Audubon Society Smith Oaks Bird Sanctuary, High Island, Galveston County, Texas","29.5733","-94.3902","song","//www.xeno-canto.org/278711/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/278711","A","18:25","2015-04-11"
